Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72
2016-01-15,581279,630624,4511,5117,223109,264841,198858,361796,268200,68750,24715,32311,966305,1198107,933165,1617586,754835,557989,5958,7629,435051,272344,376068,291369,322295,390143,3153,3898,178864,130346,146829,132556,566194,599048,29082,41194,162816,231548,334968,450709,15476,24048,3010,4754,14101,18959,1562,2244,820361,748003,9495,10415,389614,283151,271620,322944,36171,66084,2090,2118,27991,8421,6874,17258,279966,246995,4954,6011,179577,182095,85316,106985
2016-01-16,463714,684714,5619,6498,161398,205165,260947,407414,279924,69681,25254,27756,733267,1064075,1127987,1739449,674498,523997,5788,6909,291825,228196,353024,286723,343592,437409,2920,3433,174033,144030,169767,135416,666496,650882,33360,45984,163003,216598,398441,538416,11508,22486,2599,4048,10219,17510,1474,2296,744226,731975,9175,10879,362442,342409,317631,355501,30721,60602,1026,1782,26169,16321,5783,17787,421825,474622,5329,5154,222911,258429,179363,167506
2016-01-17,722848,763917,5128,6311,181357,246390,446169,362420,256534,72747,26109,27084,790930,1049341,1438727,2103693,725465,614986,6273,7016,315828,263932,457104,319246,366081,489582,4085,4678,204043,157445,193812,162683,781495,760340,39199,44569,188116,261477,465147,608350,11126,22382,2233,3996,9585,17625,1449,2240,776958,813565,9797,11629,389050,310332,308288,370501,31788,63827,882,1209,24542,13970,6374,18988,340635,337747,5523,5479,199920,189919,131810,153825
2016-01-18,418766,545763,5498,5600,203371,273976,214322,216847,449520,75885,30938,30136,958237,1153482,1100544,1636889,813823,610873,6266,7578,426579,313958,426030,292343,364828,391370,3502,3796,221274,147977,137742,171440,705725,965880,31918,45013,246333,329583,403438,649259,17386,36433,2985,5278,16388,29860,1398,2098,687798,759493,8969,10657,384951,300709,264570,310712,36096,67827,1157,1626,29515,10157,8728,17337,237497,251147,5302,4868,168176,162184,70825,91772
2016-01-19,390150,533968,5254,5429,280627,381132,179736,188766,654616,74303,29821,36588,1217494,1161814,1040545,1409638,835074,677937,6066,7192,461811,369821,416890,336061,425766,435427,3393,3294,268775,139582,125359,198073,560992,644145,26762,33575,197829,302276,321175,523168,18736,37490,3754,5092,16986,30760,2138,2915,652591,1182715,9065,10913,363214,274728,251176,313339,45541,71200,1227,2441,36870,13068,19170,17528,219706,237565,5464,4547,143951,160305,65776,84752
2016-01-20,351047,574466,4359,5044,189141,277436,175004,181693,390543,73972,25815,30822,1068123,1324415,1191687,1378216,845187,656316,6469,9275,486107,322834,461681,307643,321582,391988,2986,3510,243301,138839,135882,130111,543614,598680,26181,32762,184637,254178,316945,446649,17997,30714,4306,6755,15912,25212,1848,2547,651402,783807,7813,9688,367875,281380,250942,310452,51711,68501,1184,1589,41284,13079,7909,17535,260703,242634,5839,4316,145690,189105,65667,101220
2016-01-21,421720,470813,4471,5350,171621,233345,192803,204328,333612,85360,28775,30402,1032933,1149908,987809,1436982,857295,763006,7813,8255,474010,432634,483018,297992,320992,368743,3294,4311,205693,152770,130766,137689,718448,641655,54308,33606,184683,221316,339431,602412,18524,35751,4171,5647,17048,28628,1717,2403,661677,782652,9526,11740,368294,321905,262401,313032,50177,67960,2054,1650,41606,7364,10668,17254,214909,233560,7193,4940,133963,164787,65378,90456
2016-01-22,373116,480428,4822,4922,156454,263352,217702,208976,961834,367871,27866,30703,1025462,1245437,1090007,1533037,734301,577688,6528,8039,386701,673637,410404,283870,306021,372777,3783,4051,182014,149512,148490,133343,624743,631469,34245,37170,171891,214926,412892,428313,17959,27982,4484,7113,15891,23626,1879,2432,673122,766017,9625,11576,359610,333300,292052,320901,49983,75756,1144,1562,41398,10104,8903,19482,190553,230277,5587,4592,117660,154053,68723,89421
2016-01-23,393419,511472,5491,5897,143876,182475,234765,273774,315974,66015,24350,28621,860924,965266,1416673,1978249,644406,544811,5492,6357,304785,233794,398769,332394,373470,440605,3629,4280,186295,141149,180801,180207,644192,719513,49129,43461,190492,203291,419170,549807,12975,25396,7200,5710,11284,20557,1471,2153,718597,778061,9894,11537,341610,288083,315403,377515,41293,68628,1199,1450,32554,7532,9443,20020,203186,242342,5676,4282,112161,140840,89335,113590
2016-01-24,526949,705667,3960,5330,197617,209509,312356,353381,351543,88115,24627,29105,856688,1047360,1701205,2295237,756568,656389,5999,6770,333633,236749,527101,323214,389796,444580,3951,4380,196414,149284,210938,208445,730475,807621,47461,44294,202822,220295,477253,725955,12722,24924,2264,4017,11380,19541,1295,2163,840392,836338,9680,12319,373221,334793,368005,388241,41905,73009,1300,2558,33141,12171,14874,19411,184205,219491,5113,4224,107236,122050,75213,98622
2016-01-25,550734,499339,4298,5487,218657,239789,298027,201309,491155,88995,30038,31376,1089572,1412459,1525277,2169435,901846,664556,7352,8243,461748,303252,472009,350259,338921,382285,4448,4861,199794,143035,149006,106739,562894,671241,30218,36406,196983,269087,342148,506753,16712,31395,2688,4559,15490,25776,1324,2072,805278,784761,8944,11149,356866,374173,363141,308855,46892,110316,1329,1996,39660,23863,9861,48049,167289,226229,6304,4583,114344,131150,60034,82824
2016-01-26,376643,458544,3814,5180,165955,216456,145093,204746,338717,80441,24397,38010,964883,1308088,1445381,1627501,950974,677902,6758,7694,508083,341877,501967,405735,316982,360724,3969,3869,187856,133155,118373,111404,534634,668504,28541,36781,172662,229294,330606,397347,18974,39388,2047,3305,17553,31232,1475,2278,653390,796374,8757,10698,354314,310083,282042,305823,49018,76866,2581,1329,37666,8678,8493,19505,164668,241595,5297,4041,109311,159745,57952,86184
2016-01-27,370359,457676,3458,4548,204387,214388,144604,196404,311249,79344,31781,36681,921229,1126286,1064685,1628289,888921,661679,6611,8217,500570,376192,468188,306429,293908,386355,2900,4420,200697,246383,120001,127893,516500,825840,26418,35398,193981,222844,330215,388979,17671,29233,2116,4056,16032,23715,1596,2373,676825,998602,9614,12090,381709,295414,278427,360671,49610,77593,1215,1429,39026,15444,8240,17549,231718,244292,6253,5483,150639,152424,59982,110292
2016-01-28,373206,427246,4243,5352,212927,236221,144610,168737,488522,79388,30353,28977,877275,1180663,1150551,1379899,832878,589927,7218,7760,457660,293201,432094,305244,294286,370234,4165,4681,290142,156980,130721,113471,498797,787608,31677,53898,304717,201927,425444,388613,16457,27658,2827,5541,14942,23339,1485,2168,625836,796894,9257,10971,349809,281314,265917,310198,47418,75612,1493,1761,38457,18964,7610,17012,214600,232147,6203,5752,130707,153892,60772,103792
2016-01-29,389144,383874,4183,4957,166462,212770,251520,187488,1085781,72256,25311,29478,848810,1116159,1131848,1606952,688930,507765,6230,7732,352397,236426,378638,284101,293922,355633,3335,4125,180548,134325,121138,104902,557585,698808,29638,40922,187911,323408,371137,468498,13885,26058,2150,4410,12697,22454,1326,1855,620284,811428,9976,12104,348161,274327,265653,336162,50050,72329,1266,1435,38230,9178,11466,18177,209859,228606,6020,4582,130003,145039,67793,103415
2016-01-30,433742,518287,4873,5938,148496,179604,240710,253215,236928,65689,26589,29982,871884,1045645,1236335,1626653,642645,510315,5026,6461,301461,204413,390159,329779,341867,380301,2729,3848,173374,125288,160202,147141,684036,740092,46703,50769,206999,291733,446306,550075,11307,20308,2002,4514,9907,16047,1208,1790,638771,929027,9076,10334,370119,289614,299161,389880,44695,71494,1416,1528,36193,9177,9733,17865,211242,235354,5077,4515,121796,182600,76071,109242
2016-01-31,621748,602376,4873,5781,216722,215407,426661,309685,294098,77278,31351,31618,1044610,1058954,1518778,2004222,761621,731745,5741,6932,451803,233262,488038,330490,384683,474203,3597,4758,227526,142889,191835,241257,772691,813519,52419,49344,251622,202019,541705,595737,10710,21714,2085,4568,9027,16255,1250,2102,730912,953050,10366,12362,375587,299529,337911,393941,43602,84778,1221,1459,34776,13622,28298,18555,204875,244809,5025,4447,114660,131134,79720,125487
2016-02-01,479462,543120,4061,5117,215578,271549,203510,232544,381403,135677,28405,30996,1343788,1469328,1450295,1753001,858684,562338,6611,7195,457460,272699,454306,295207,332752,392101,4013,4857,224355,133927,125625,121814,571377,627376,34197,38714,214730,216186,336259,441535,15506,26077,1953,4779,14198,21635,1291,1969,638491,800867,10475,12906,357805,273113,269463,305447,43474,89974,1267,2995,35000,43136,9327,17115,186663,254044,5013,4660,118461,159875,66945,93403
2016-02-02,466812,430190,4486,4721,202679,301861,159851,176413,502349,139246,29995,32133,1838980,1252576,1953062,1501804,920016,601591,7108,8337,476461,302032,490405,314204,365507,416595,3670,4500,237598,141592,135231,122949,631202,659410,34979,44196,203052,211774,371074,424715,15813,26123,1787,3911,14500,22827,1400,1882,758313,910829,93511,126002,459367,347240,253472,310922,52682,79757,1030,1502,42666,14975,8495,17898,177091,241306,4988,4664,108095,149666,64879,89160
2016-02-03,376265,454913,4620,5095,161852,245167,168546,148669,464501,117531,26850,33545,1340694,1230524,1332613,1455680,968573,576863,7084,9212,509080,314968,477531,304185,333678,380689,3413,3467,411819,287305,116909,113604,712560,738585,55069,42513,254465,247248,499337,421559,15296,26337,1911,3588,13966,21323,1545,2123,918662,1216176,262176,352721,608646,487483,234778,317119,49719,87056,1027,1444,39690,30211,7819,18366,173048,231743,5361,4724,110553,146504,60072,87076
2016-02-04,544641,425317,4165,4361,199578,335261,227128,160191,251280,112010,23722,28499,991343,1309736,1037335,1281602,924669,601775,6235,8025,489919,331501,488012,300671,298172,385703,2708,3092,181026,143980,130477,125080,565052,655776,40101,42466,213960,208398,395788,414203,15249,24987,2731,4737,13922,21625,1640,2022,587530,791853,7914,9434,341440,563763,227149,302534,46710,76707,1340,2226,35400,9886,7053,18497,160491,229729,4317,3769,104121,138088,62261,84844
2016-02-05,395834,425740,3846,4390,163570,188052,202365,171716,240984,99239,28655,26179,851291,2303780,1088164,1354328,788465,500239,6053,7521,387960,265330,409746,291452,363992,375279,3133,3698,171413,127606,137813,97760,570359,706204,35703,47288,239806,208044,383439,453666,13801,21211,2433,4140,12686,19810,1380,1635,582346,758064,8613,10493,328553,257115,248548,314201,59680,91728,1596,2013,45946,11990,7739,48091,172636,237314,4739,3856,104779,145471,67475,92394
2016-02-06,497869,448153,4783,5430,181622,157684,325079,214294,246233,127616,25116,24822,761661,954648,1316803,1687285,656498,482048,5681,7135,305749,204212,390173,310402,325866,415401,2984,3260,160648,116352,163973,131640,600349,658989,35874,44111,173803,178070,398737,531490,10145,16410,2508,3772,8916,14829,1261,1567,751011,861871,9265,11478,386206,255980,282223,475962,60227,85660,1472,2016,41676,7716,7578,28851,211553,262780,4806,4459,121078,157423,72167,119083
2016-02-07,495477,532015,3685,4246,163697,204960,311389,380086,571089,397617,24158,26415,940582,1072696,1681175,2126242,784101,613422,5257,6408,337869,227712,504968,349689,454482,452232,3355,3732,199572,157917,204422,152883,595473,753274,36515,40385,184677,213451,445735,556013,9005,16466,1909,2916,8221,15245,1081,1330,693821,847641,10333,12741,353342,280181,315988,391842,47952,80169,1117,1733,34882,8178,8486,22868,170784,227707,4110,4893,93473,95703,88641,105346
2016-02-08,410176,587457,3920,4569,231377,237207,191545,288161,417694,125924,26760,28105,1962698,1400641,2393593,1844116,899689,750776,5766,8733,446307,288802,724572,380322,474853,375218,3491,4192,360588,192551,193068,149011,618469,588006,32156,35552,214175,223187,383377,424843,13467,21057,2125,3777,12720,20558,1009,1325,698118,755328,8006,10280,395740,341688,258267,349937,52626,89604,1256,1496,44522,10440,7307,22936,165565,255218,3728,3808,96147,103680,96901,116854
2016-02-09,379791,513263,3731,5403,223348,211776,156138,213863,271212,101242,27410,36001,1095149,1333552,1273442,1467843,980518,623684,17644,19421,504541,316571,573724,333874,434779,368933,3659,4381,217326,172275,146878,111795,543431,636781,30642,40417,218905,192287,389157,447096,13132,21400,1804,3859,12056,21144,1095,1341,592212,752824,7917,10653,345013,286134,243346,294269,42868,80957,996,1351,35491,33531,7286,17482,167654,251796,4188,3241,96490,109774,221042,116822
2016-02-10,337932,516475,4800,5672,226400,208450,152386,181016,472853,85182,29504,34559,1013219,1271110,1166961,1579368,1055252,615961,11263,13661,526597,360486,577758,303184,361512,390935,4374,4281,209643,155693,146515,142585,484379,671279,27728,46600,230432,183930,396224,419354,14110,23453,2241,4971,13222,22790,1192,1472,601486,746150,9239,12627,335968,261998,228950,301645,42629,84097,1849,1852,34676,17394,7684,16574,170533,264956,4748,4200,105112,119164,101109,119522
2016-02-11,402901,409552,4522,5235,211023,190310,206112,178864,415638,83392,24227,29586,968203,1224536,1015442,1412796,968297,540651,7194,9030,483034,304689,510426,291962,373363,422254,3417,5025,228745,187207,158583,150267,560713,775277,37554,66037,256682,177949,518200,516202,21937,54918,3938,6779,21199,66421,2166,2294,648831,761067,9466,12070,345070,279159,228040,326730,40373,70731,1714,1655,32581,17624,6998,16569,187062,295150,5525,4611,131073,129584,90374,124496
2016-02-12,425620,393670,3608,3949,200390,239386,177498,171257,591782,67121,23130,24699,1844769,1332260,1896226,1410241,783927,487892,5608,7671,407343,250782,412050,259054,438402,430058,2949,4312,231720,185491,174728,176158,537790,808812,34632,55525,277215,217551,383145,560271,22270,28560,2613,5306,21486,27702,1549,1773,588286,749744,8678,10898,335855,276815,244715,304154,41155,70971,1360,2405,68231,10901,6941,16660,194683,332522,4284,3740,149474,135924,93595,128759
2016-02-13,360050,424917,7096,8680,154463,158811,232041,215902,365677,63273,23587,23875,826500,1973275,1457225,2051851,686504,461014,5826,7296,322502,207507,408934,270269,409630,370400,3329,3803,184665,148198,152675,154038,607398,727570,40227,48734,196006,214815,407224,588713,11282,19365,3124,5957,9586,18563,1662,1916,641046,757268,8900,11572,320868,303409,327495,363017,37897,64800,2138,2025,38535,20649,9197,18327,212448,317143,4759,3763,143049,141438,105855,133186
2016-02-14,386525,568448,4018,4749,160931,188681,228174,268427,641021,65862,23639,26182,805366,1179281,1894818,2487991,825368,551682,5496,7554,358251,230300,465362,334101,383215,425854,3559,4263,214169,153646,168480,165580,655374,752828,38150,44126,194936,201331,470233,574613,9881,17000,2325,4578,8621,16072,1351,1470,703362,796383,9044,12052,348045,308846,329781,357542,37104,63593,1360,1656,33402,12718,9389,18107,210280,385403,4979,3515,160654,157226,102317,137423
2016-02-15,418998,465116,4435,5583,194259,217834,223424,170429,788874,73343,22410,32300,1048818,1419139,1422846,1998044,927649,545030,5850,7198,495555,311334,482670,303882,405348,370349,3497,4414,227982,167595,141134,125756,517472,605591,31814,33743,196582,205612,332478,434116,14250,21164,2220,3781,13316,20060,1149,1460,633673,793566,7402,9487,384700,357796,241131,323826,41970,69188,1211,1597,35117,14985,8208,17303,173412,280111,4741,3631,134016,142416,67695,92199
2016-02-16,319967,451815,4496,5522,178686,196485,174332,171752,357870,74371,22768,29271,983080,1454753,1199912,2142741,961592,563136,6673,8015,527428,385740,496731,306410,352397,359908,3862,4657,199945,151138,152032,124917,536941,619070,24890,40277,175605,201601,375382,432407,14584,25286,2508,3784,13451,22913,1395,1555,618127,761694,8079,10753,384700,280857,240908,297388,41264,69491,1327,1903,33703,15243,8821,16262,172544,247759,4752,4228,126242,147054,64259,83691
2016-02-17,315489,458195,4338,5733,173275,193187,166328,156872,889619,72500,22946,29868,863410,1301987,1033810,1515003,974841,550617,7492,9076,533439,677215,509449,341112,332911,384794,3521,4474,414351,140824,137678,109094,538295,637803,28539,42985,185225,179446,378636,448329,14029,22446,2809,4351,12741,21805,1468,1617,607368,726190,8240,10699,389270,277709,230579,283112,47597,69917,2906,1942,37102,16412,8491,16450,202083,246939,5291,4575,118448,145252,102674,80132
2016-02-18,306521,425842,4023,5070,179113,189417,167915,164510,257263,72590,21461,27584,820804,1206584,962474,1385939,932546,539655,7006,8965,512490,359810,467497,299895,319654,385485,3339,4113,186315,143889,138331,115423,619375,682108,28063,40292,264789,239002,421463,442147,15028,22751,2925,4180,13748,21968,1525,1689,611928,723491,7593,9865,351640,262026,252649,279717,42274,70971,1808,1653,35092,29316,7952,16221,186002,230233,4838,4122,121596,141966,65856,80450
2016-02-19,317148,385065,3639,4452,140848,174901,162954,159187,437541,71044,22743,26490,811970,1403556,1088818,1465698,785141,476793,6718,8572,416879,266352,397849,270150,302325,420865,3349,3834,173457,134334,137143,113818,551235,952239,52277,33649,267368,220037,371461,676104,13378,22619,2480,3482,12550,22392,1243,1491,583263,710310,7694,10009,355291,284261,230568,280691,45149,72112,1518,1474,38819,17551,8001,17132,215461,225280,4742,5981,134027,152062,63542,86273
